0.4971	4.376506659986537e-11
0.563	9.265534426783061e-11
0.569	9.829590585151311e-11
0.6006	1.319701913376261e-10
0.604	1.3597299903880814e-10
0.6103	1.4364325355511335e-10
0.621	1.5718835505967143e-10
0.635	1.760627068321448e-10
0.662	2.165429986616113e-10
0.723	3.276815444127614e-10
0.724	3.2968803224112333e-10
0.756	3.997579325724298e-10
0.757	4.0218888633302527e-10
0.765	4.21015476160303e-10
0.795	4.966368248937334e-10
0.801	5.128621872053372e-10
0.873	7.295673113433048e-10
0.996	1.2080908473225853e-09
1.004	1.2441364494435148e-09
1.038	1.4035021917787981e-09
1.05	1.4627685102545012e-09
1.167	2.1055500330688955e-09
1.205	2.3394091179909476e-09
1.246	2.603386189676768e-09
1.274	2.7907731706328806e-09
1.365	3.4315252345790064e-09
1.494	4.415504187371328e-09
1.562	4.96303938800796e-09
1.596	5.240199931803827e-09
1.766	6.6991815436620116e-09
1.797	6.9767983617855135e-09
1.988	8.742568811581055e-09
2.112	9.931726702437185e-09
2.185	1.0632226576375124e-08
