0.4971	5.154201493999299e-11
0.563	1.0788980755924948e-10
0.569	1.1431975837847985e-10
0.6006	1.5278459129673614e-10
0.604	1.5723558505465425e-10
0.6103	1.6599987150392304e-10
0.621	1.8140165981972926e-10
0.635	2.0267531900134663e-10
0.662	2.484208009755305e-10
0.723	3.7282845034032694e-10
0.724	3.750459751521285e-10
0.756	4.5301444039112403e-10
0.757	4.5568294555349525e-10
0.765	4.768331820636672e-10
0.795	5.602245833878141e-10
0.801	5.781262799311746e-10
0.873	8.163232547882482e-10
0.996	1.3374147032446756e-09
1.004	1.3763580634175005e-09
1.038	1.5487535699133163e-09
1.05	1.6127057483657227e-09
1.167	2.303886814969517e-09
1.205	2.5546628192030058e-09
1.246	2.8371184108681322e-09
1.274	3.037113952197202e-09
1.365	3.721676436165184e-09
1.494	4.771857446835977e-09
1.562	5.35633065448013e-09
1.596	5.651838236090892e-09
1.766	7.210386827461148e-09
1.797	7.506698185839122e-09
1.988	9.39443240663029e-09
2.112	1.0667310848680752e-08
2.185	1.1418404223031893e-08
