0.4971	4.36171352909639e-11
0.563	9.237273651363132e-11
0.569	9.795990193368824e-11
0.6006	1.3155780997574148e-10
0.604	1.3547998992809178e-10
0.6103	1.4314422209537134e-10
0.621	1.566820007402037e-10
0.635	1.7544334961663852e-10
0.662	2.1590354534114063e-10
0.723	3.266309385179371e-10
0.724	3.286367515713207e-10
0.756	3.986813140954801e-10
0.757	4.0081466060983757e-10
0.765	4.199378617105726e-10
0.795	4.950818825567063e-10
0.801	5.1125630639376e-10
0.873	7.272972283288825e-10
0.996	1.2043867466490301e-09
1.004	1.240282178116091e-09
1.038	1.3992385112134278e-09
1.05	1.4583071645525395e-09
1.167	2.0993620933777437e-09
1.205	2.3324948264013006e-09
1.246	2.5956285220896957e-09
1.274	2.7824866169401024e-09
1.365	3.4217284244126172e-09
1.494	4.403537092701321e-09
1.562	4.9497943778022e-09
1.596	5.226598951761382e-09
1.766	6.68304235664712e-09
1.797	6.960330847273956e-09
1.988	8.723051173437551e-09
2.112	9.909554167725773e-09
2.185	1.0610630968948712e-08
