0.4971	5.1874279480006925e-11
0.563	1.0860652655153224e-10
0.569	1.1504398675954156e-10
0.6006	1.5372686170420035e-10
0.604	1.5821717100429803e-10
0.6103	1.6697421033859876e-10
0.621	1.8250845770861544e-10
0.635	2.0386027665872196e-10
0.662	2.4985646043428616e-10
0.723	3.748699860729027e-10
0.724	3.7710430072018645e-10
0.756	4.553805942678033e-10
0.757	4.5806833231123394e-10
0.765	4.793677941840019e-10
0.795	5.631399485651398e-10
0.801	5.810887782238503e-10
0.873	8.202081053224934e-10
0.996	1.3430184570129995e-09
1.004	1.3821661797079454e-09
1.038	1.5549970133173134e-09
1.05	1.6191435467509451e-09
1.167	2.3123058454578166e-09
1.205	2.5637698192781726e-09
1.246	2.846717486426719e-09
1.274	3.0475300140664356e-09
1.365	3.733940446745798e-09
1.494	4.786966072182897e-09
1.562	5.3731255789007094e-09
1.596	5.669723365644868e-09
1.766	7.233427281913104e-09
1.797	7.530092973761035e-09
1.988	9.423787923228822e-09
2.112	1.0701285993813931e-08
2.185	1.1455141377737272e-08
