0.4971	4.266786211019955e-11
0.563	9.062546427438992e-11
0.569	9.612784756551022e-11
0.6006	1.2925805039343732e-10
0.604	1.331695541239662e-10
0.6103	1.4074738927040515e-10
0.621	1.5408237240214037e-10
0.635	1.7264917761321375e-10
0.662	2.1253093815999834e-10
0.723	3.222662391620123e-10
0.724	3.242364936302008e-10
0.756	3.936176166622414e-10
0.757	3.960079013119154e-10
0.765	4.148308781689556e-10
0.795	4.895946178169048e-10
0.801	5.05652943843037e-10
0.873	7.206183545480511e-10
0.996	1.1962578087873713e-09
1.004	1.2320557046403197e-09
1.038	1.390623440000132e-09
1.05	1.4496131752627106e-09
1.167	2.0898914798550987e-09
1.205	2.322992087813272e-09
1.246	2.5862436924091582e-09
1.274	2.7727190391023037e-09
1.365	3.4120848969462717e-09
1.494	4.392744005529128e-09
1.562	4.938757547305681e-09
1.596	5.215256280223051e-09
1.766	6.670141271699622e-09
1.797	6.946617246885338e-09
1.988	8.707409721949882e-09
2.112	9.892039999979132e-09
2.185	1.0589877634792426e-08
